Geneid,SRR1313066,SRR1313067,SRR1313068,SRR1313078,SRR1313090,SRR1313091,SRR1313092,SRR1313094,SRR1313096,SRR1313099,SRR1313101,SRR1313111,SRR1313112,SRR1313113,SRR1313115,SRR1313118,SRR1313120,SRR1313123,SRR1313127,SRR1313128
CAMTA1-DT,1,1,8,5,3,8,6,6,9,5,7,5,3,10,7,2,8,19,53,32
CAMTA1,226,404,193,1035,394,989,540,2299,713,750,581,511,829,1007,529,1285,1156,721,2352,775
ENSG00000227950,0,2,3,14,0,1,2,3,1,3,2,4,3,4,2,3,1,1,1,7
CAMTA1-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
RNU1-8P,0,1,0,1,0,1,0,2,0,4,0,0,0,1,0,0,2,0,4,2
CAMTA1-IT1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,1,1
CAMTA1-AS2,1,3,0,2,0,1,0,1,1,0,0,1,0,2,0,0,1,0,1,1
CAMTA1-AS1,0,2,0,20,1,0,0,1,0,0,2,2,0,3,2,1,3,4,10,0
ENSG00000270171,0,6,2,12,1,36,7,31,2,14,5,6,5,4,19,11,51,2,43,24
ENSG00000270035,2,18,5,42,3,21,3,53,42,23,3,5,3,28,39,10,38,4,68,25
ENSG00000269978,3,20,10,91,5,46,9,89,49,46,2,11,6,39,82,32,59,8,97,27
VAMP3,1281,877,851,753,630,1477,648,807,442,1144,1645,1041,1788,1054,344,1893,935,1236,2749,472
ENSG00000269925,11,7,10,28,5,18,11,7,10,15,15,25,18,7,7,25,7,16,36,6
PER3,838,969,689,2668,613,839,296,1093,163,1712,459,933,1730,1847,394,1341,1030,189,654,229
ENSG00000236266,17,14,14,80,3,14,5,37,1,41,2,6,28,26,13,13,7,3,14,3
UTS2,0,0,2,2,0,19,0,1,3,7,0,0,4,0,3,1,11,0,2,22
TNFRSF9,175,1,0,12,44,16,36,21,46,46,26,50,6,4,12,7,26,25,22,83
ENSG00000270330,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
PARK7,861,1656,916,1065,1032,1754,2353,2194,1765,1350,3966,1103,5137,1878,738,3861,724,3025,3978,819
Y_RNA,473,549,907,7118,669,1271,1174,1615,1862,1731,561,1007,883,1229,2369,663,2133,1003,1400,2266
ENSG00000284747,43,16,19,293,17,60,77,69,65,70,56,46,50,88,199,97,99,100,84,360
ENSG00000284716,5,1,4,37,4,26,6,9,9,16,1,3,2,9,45,8,15,7,16,77
ERRFI1,5529,957,657,4511,1205,1032,1549,1084,147,492,3048,1053,2893,2404,1008,3601,567,1066,986,841
ERRFI1-DT,10,1,0,53,8,43,22,18,10,19,17,6,9,11,21,38,23,11,10,78
RPL7AP18,2,1,2,14,2,2,3,3,6,2,4,0,2,2,1,8,4,0,4,9
ENSG00000229305,1,0,0,11,0,0,1,0,2,2,0,0,0,0,0,1,0,0,2,3
ENSG00000288816,1,1,0,8,0,0,0,0,2,0,1,0,0,1,0,1,3,0,1,6
LINC01714,1,2,0,8,0,0,0,0,2,1,0,0,0,1,2,2,0,0,0,2
RNU1-7P,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
SLC45A1,21,41,9,9,239,109,281,39,11,149,387,130,237,150,81,474,101,63,62,19
RERE,3027,5143,2577,9144,3966,5376,4528,4882,3089,4964,6724,6252,6893,5085,3646,9013,6938,4473,7603,3518
RERE-AS1,8,10,11,160,14,42,34,36,17,60,35,37,28,42,27,28,59,19,35,26
ENSG00000221083,1,1,0,139,3,25,12,23,16,15,0,12,16,18,32,18,48,9,50,41
ENSG00000270282,2,4,3,142,3,24,9,16,15,20,9,25,27,27,25,19,31,14,46,24
RPL7P11,4,2,8,43,2,3,4,2,4,6,7,10,6,2,1,3,2,3,4,5
RPL7P7,4,2,8,116,6,18,9,8,9,14,8,11,5,9,15,14,16,13,29,20
ENSG00000226545,4,16,10,114,18,25,16,27,32,52,12,30,17,18,46,18,55,25,95,36
ENSG00000228423,4,7,10,154,8,36,29,39,22,56,25,39,32,36,49,22,58,35,92,30
RPL23AP19,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
ENO1,22019,44438,12810,7296,14303,13407,14696,8170,3644,6379,29255,8060,12445,15408,6653,36961,3597,20809,20799,6547
MIR6728,2,7,3,15,1,3,6,2,1,3,5,1,1,1,3,4,7,3,4,8
ENO1-AS1,0,3,7,13,6,2,6,2,6,1,1,1,4,7,4,2,5,12,43,4
RNU6-304P,0,1,0,0,0,0,2,1,1,2,0,0,0,0,1,0,3,4,6,3
HMGN2P17,0,2,1,3,3,1,1,2,4,1,1,1,1,0,2,5,3,3,3,2
ENSG00000232208,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1
ENSG00000232663,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
CA6,0,0,0,8,4,5,1,2,6,0,0,5,1,1,3,2,0,1,2,10
ENSG00000290109,0,0,1,5,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1
RN7SL451P,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SLC2A7,0,2,0,1,0,0,5,1,3,1,0,0,1,2,0,1,1,1,1,0
SLC2A5,4,12,3,12,21,80,70,20,43,53,76,104,77,49,82,37,39,27,41,43
ENSG00000252404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GPR157,364,1105,794,451,386,411,649,306,212,303,1207,718,401,408,134,3021,476,581,573,211
MIR34AHG,74,875,1122,1883,116,463,264,493,237,387,435,636,749,531,441,549,457,370,755,111
MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289914,5,44,16,80,2,13,11,13,12,10,18,35,39,9,23,35,3,10,20,1
LNCTAM34A,18,109,72,156,19,117,39,121,104,139,68,58,93,123,129,47,194,72,146,33
H6PD,2590,3262,2565,1177,2742,3063,2341,2961,904,4137,6120,3191,3307,3679,1598,4207,2437,3387,3471,1327
SPSB1,282,748,55,257,854,972,867,412,203,386,1320,2245,1835,1156,475,1863,589,2178,2269,738
ENSG00000284652,4,1,1,4,0,5,6,13,5,7,11,24,4,3,4,3,17,8,8,4
LINC02606,10,6,11,6,11,45,27,30,19,45,46,67,48,34,16,24,58,54,47,18
RNA5SP40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000235263,0,0,0,1,0,2,0,1,2,3,0,0,1,0,0,0,0,0,2,0
SLC25A33,68,95,174,353,99,124,89,98,61,95,170,52,303,102,60,133,83,176,217,181
ENSG00000231181,17,5,19,111,23,44,29,28,29,21,26,25,32,29,33,20,27,32,34,59
TMEM201,991,1928,328,1412,818,742,1061,532,446,624,1644,793,1042,955,485,3038,766,1151,2082,874
PIK3CD,441,152,95,172,891,701,341,481,280,1286,574,666,203,686,303,944,775,405,461,2615
PIK3CD-AS1,0,3,0,3,26,6,2,3,12,26,7,5,3,5,2,1,16,5,7,70
ENSG00000233268,0,0,0,0,2,0,1,1,4,0,0,0,0,0,1,0,5,0,1,9
PIK3CD-AS2,8,5,1,20,21,41,21,13,4,28,22,13,5,30,11,95,8,9,3,58
CLSTN1,7541,13799,3590,3774,6548,6848,4645,4609,1896,4284,12042,5003,4986,5547,2657,23238,3298,5755,8383,2923
MZT1P1,1,2,1,8,1,0,2,0,1,2,0,1,3,0,1,0,0,2,1,1
ENSG00000280113,0,3,3,4,4,0,3,3,2,7,2,4,5,2,1,3,4,2,7,3
CTNNBIP1,108,1155,497,1349,821,1050,602,639,603,772,1211,688,2419,1612,364,1511,870,910,2802,684
ENSG00000223989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285701,3,18,17,315,27,35,31,31,41,58,6,41,41,33,79,24,60,24,76,78
LZIC,415,520,767,427,603,1147,1167,1183,465,734,1345,592,1164,815,403,1849,575,1081,2090,483
ENSG00000228150,1,6,8,11,1,7,7,6,5,6,8,3,5,2,10,7,1,9,23,7
NMNAT1,109,264,107,133,104,288,285,232,164,162,418,161,431,222,151,246,197,257,526,135
RN7SKP269,6,6,10,10,1,5,8,3,5,10,7,3,5,1,4,5,4,14,12,6
TMEM274P,7,6,10,31,5,14,28,19,36,25,10,6,5,5,38,12,45,24,37,34
MIR5697,2,1,1,1,1,3,3,2,6,1,2,1,2,0,10,2,6,5,14,9
ENSG00000241326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP7,0,8,62,1,99,349,32,31,22,178,46,57,438,199,27,86,188,94,256,10
UBE4B,1567,2337,1412,3090,1124,1406,1047,757,495,971,1779,1540,1248,1259,715,2541,1110,1103,2700,1211
RPL21P21,1,1,2,21,1,0,3,2,0,2,0,0,2,0,2,1,2,2,2,7
PGAM1P11,5,15,7,66,12,9,9,20,11,30,6,13,8,2,16,8,16,7,21,20
RNU6-828P,6,6,2,12,5,4,7,4,0,8,1,2,2,2,7,2,5,7,6,4
KIF1B,2218,1874,1716,3851,1438,1582,1222,1197,618,1227,1353,1225,1190,1556,952,2908,1215,1362,1873,2329
ENSG00000264881,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0
RNU6-37P,1,1,0,55,5,12,5,13,8,16,1,7,6,8,11,4,15,9,24,36
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284735,15,27,12,302,25,53,47,41,26,75,27,29,48,46,67,36,103,25,54,176
ENSG00000284642,6,33,18,258,19,27,31,22,32,52,14,13,32,19,47,17,66,32,35,86
PGD,2060,6952,2505,2623,2210,2326,1989,676,532,1010,5288,1032,5022,1545,750,5224,928,3203,7366,1277
ENSG00000271989,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,1,4,0,0
CENPS-CORT,3,1,4,16,1,5,3,7,5,10,2,3,5,1,11,3,8,1,5,10
CENPS,13,10,20,51,15,27,14,22,51,28,33,16,46,42,37,33,19,74,121,42
CORT,11,9,1,37,6,16,12,4,22,21,13,12,17,3,15,11,22,10,22,13
DFFA,2437,1780,1325,1544,1207,2562,2528,2084,994,1729,3293,1880,3013,1814,1169,4348,1345,2744,3973,2426
ENSG00000203469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,317,1167,312,533,559,1235,1052,1123,635,1172,1787,1091,2026,1191,684,1890,1116,1158,2367,831
ENSG00000287727,23,28,32,60,21,36,18,12,9,21,33,71,31,37,17,44,23,19,20,20
RN7SL614P,6,7,8,16,13,27,28,20,13,24,32,62,30,22,18,29,17,12,18,10
CASZ1,17,1552,828,3499,1529,2417,1623,2492,1702,3589,3024,2483,3298,2675,1656,3304,3791,2258,3168,495
ENSG00000272078,4,50,51,196,40,85,51,154,42,106,128,252,302,199,77,124,166,108,198,20
HSPE1P24,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1orf127,0,4,1,83,12,21,139,17,15,506,36,71,13,8,60,82,130,106,63,32
CFL1P6,0,4,0,11,2,9,0,9,8,12,3,2,4,4,13,1,16,2,4,22
TARDBP,1393,1741,2744,3874,1884,1977,1634,1969,874,1953,2594,1734,2484,2498,1108,3971,1426,2150,3677,1488
MASP2,202,106,241,417,58,53,37,45,40,65,99,90,151,124,27,122,76,48,176,150
SRM,2332,1579,680,1430,1289,1800,3797,2322,2208,1593,5181,1761,2410,2381,1505,5586,1505,3599,8004,5007
EXOSC10,1113,1262,1192,3393,1188,1629,1875,2268,997,1947,2435,1848,2286,2286,1187,2132,1904,1903,2090,1661
ENSG00000226849,12,11,15,52,6,40,30,36,12,73,21,51,17,47,45,27,75,29,59,152
EXOSC10-AS1,1,4,6,7,2,8,12,6,18,8,20,15,24,16,7,13,17,26,61,15
MTOR,2165,4319,3162,4504,1664,1552,1665,2013,1248,2044,4001,2187,2445,2130,1261,3950,2283,2212,3325,1559
MTOR-AS1,1,2,3,20,3,3,6,3,1,7,1,9,1,7,2,5,7,5,11,2
RNU6-537P,0,0,2,6,0,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0
ANGPTL7,10,10,10,51,5,8,3,13,5,34,19,52,11,77,9,18,13,14,3,8
RNU6-291P,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
RPL39P6,3,0,0,1,5,1,0,0,0,1,0,1,0,0,1,0,1,2,2,1
UBIAD1,782,1179,712,415,528,556,829,546,273,430,1282,485,670,829,226,1904,339,715,882,302
UBE2V2P3,6,4,6,19,2,2,3,2,5,4,4,4,1,1,1,4,7,5,0,4
ENSG00000284646,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0,3,3,1,1,1
MTCYBP45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DISP3,4,356,21,655,23,18,128,88,58,170,32,505,55,65,34,363,78,103,262,5
ENSG00000285833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01647,0,2,0,3,0,0,2,0,0,0,1,0,1,1,0,9,0,1,0,0
ENSG00000284708,0,3,1,9,3,10,13,7,8,15,14,17,2,13,10,6,4,3,3,23
FBXO2,19,122,207,83,457,1038,1521,349,262,589,2911,2770,1152,932,233,2261,186,352,161,422
FBXO44,696,1444,1080,2219,643,1734,1559,2412,1110,2322,1783,2764,1930,2928,1752,2479,2189,948,2216,1685
MAD2L2,581,563,442,1055,781,786,1262,754,917,511,1260,1046,1991,806,633,2273,619,1168,10156,758
FBXO6,74,86,109,93,126,143,186,173,187,153,194,140,371,248,93,280,125,234,377,167
DRAXIN,1,25,27,52,84,41,69,14,45,6,25,46,60,29,25,298,22,32,807,39
AGTRAP,1131,1166,946,1218,1189,1781,2050,1683,794,1445,3386,2342,3965,2785,1418,3475,1262,1709,5711,539
C1orf167,1,1,5,72,48,40,9,5,5,1,19,68,928,138,76,203,24,9,228,9
C1orf167-AS1,0,0,1,9,2,0,0,0,0,0,2,3,39,5,4,9,2,1,14,0
MTHFR,688,1568,1086,2059,1158,1622,1795,1941,687,2215,4179,4335,4118,3230,1539,1693,2365,1049,2607,868
CLCN6,1443,1232,932,3003,423,1078,886,845,407,1382,1220,1330,1271,1222,784,1244,1382,672,2174,609
ENSG00000276470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA,3,7,22,143,1,27,12,21,11,24,10,10,12,10,13,8,29,18,73,36
ENSG00000275915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,0,2,0,1,0,3,1,0,0,1,1,0,0,0,0,0,3,0,0,4
SBF1P2,5,7,1,7,3,1,2,2,5,7,10,7,1,10,1,19,3,1,6,7
ENSG00000285646,12,50,3,28,9,10,5,10,11,68,14,8,23,10,25,16,26,8,35,23
RNU5E-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU5E-4P,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA2013,843,4124,1129,732,1853,2255,1892,1416,660,1274,4961,2057,2543,2316,906,5056,1064,3052,9744,1312
PLOD1,5184,4025,2813,3473,4384,6376,4637,3139,3267,3437,9262,5755,6076,5261,3281,14659,3168,7958,7656,4624
ENSG00000287384,0,1,1,11,0,1,1,1,1,0,3,2,1,0,1,1,4,3,4,1
MFN2,1952,3436,2555,3628,2511,3472,2645,3225,797,3066,5549,3635,5504,3995,1580,6345,3449,2769,5862,2610
ENSG00000270914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIIP,444,1231,425,1663,1095,2331,2126,2474,1294,2759,2694,3308,1752,2167,2294,3225,3081,2329,5820,4505
MIR6729,0,2,0,2,0,1,4,1,0,2,1,3,0,1,2,6,3,2,3,3
RN7SL649P,2,3,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,1,12,0
TNFRSF8,0,5,2,8,18,182,43,33,39,101,81,48,51,17,24,19,61,30,51,170
RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL23AP89,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
ENSG00000285604,0,0,0,2,0,0,0,1,5,2,0,0,0,1,0,0,1,0,0,1
MIR7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,1694,0,12,19,737,2463,621,453,252,1501,1039,897,1039,907,412,780,882,796,734,1385
MIR4632,1,0,0,0,2,3,0,4,0,9,0,4,0,1,2,0,2,1,0,2
RPL10P17,0,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
SNORA70,12,9,26,202,15,32,40,57,58,43,10,40,10,33,52,21,66,19,30,54
VPS13D,4022,2598,3514,4238,1418,2298,1384,2202,1134,2203,3352,2109,2534,2311,1132,3938,1876,1316,2105,1069
SNORA59A,3,3,1,5,1,3,4,2,2,2,2,2,6,5,2,3,3,2,4,0
LINC02766,1,1,1,22,7,27,15,14,19,27,13,15,18,11,13,65,43,5,11,8
DHRS3,169,156,972,119,638,2482,1108,1623,605,2216,4121,1971,4257,2034,949,4038,1283,1583,696,556
RNU6ATAC18P,1,1,6,5,0,11,1,6,10,5,9,6,9,5,4,5,13,1,3,6
MIR6730,0,0,2,0,1,9,5,17,3,22,9,28,12,15,18,12,16,3,5,8
ENSG00000288927,0,2,2,2,4,9,5,6,1,8,15,16,15,12,6,12,5,11,5,7
ENSG00000272482,0,0,1,0,1,9,4,3,1,14,11,10,19,7,6,16,12,4,1,1
AADACL4,0,0,0,5,0,1,0,0,1,2,1,0,1,2,0,0,0,1,0,0
ENSG00000226166,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
CFAP107,0,0,33,7,0,0,1,3,7,3,1,1,1,8,63,6,0,4,2,0
PRAMEF12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF30P,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HNRNPCL1,0,2,1,2,1,0,1,3,3,3,4,0,2,1,1,5,1,2,0,0
PRAMEF2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF28P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,2,0,2,0,1,0,2,0,1,1,0,0,0,1,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PRAMEF31P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF32P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000228229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRAMEF14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRAMEF19,0,0,0,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1
PRAMEF17,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PRAMEF20,0,0,0,5,0,0,0,2,3,0,0,0,1,0,0,0,0,1,3,0
LRRC38,12,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,2,1,0,0
ENSG00000259961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1P1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PDPN,5093,0,0,10,253,188,111,149,39,104,408,309,43,269,57,332,108,506,176,29
RNA5SP41,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000237445,14,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,2,0
ENSG00000253085,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
PRDM2,1480,1797,1539,2906,967,2445,1564,1892,1613,2160,1643,1869,2402,2704,1651,1840,2848,1957,2742,3620
ENSG00000289380,7,8,9,71,8,13,8,7,18,15,8,17,10,10,13,2,25,3,13,39
KAZN,303,676,217,427,370,991,1661,1796,112,1013,1629,1433,3523,1320,168,1926,824,1046,1610,328
RNU6-1265P,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
ENSG00000231606,1,13,0,87,32,82,123,105,4,143,15,124,313,166,17,50,30,5,3,0
KAZN-AS1,5,27,0,327,48,248,379,432,61,727,27,274,812,433,175,110,222,26,14,17
TBCAP2,0,1,1,15,5,3,12,12,0,12,5,11,18,11,3,8,8,6,0,0
ENSG00000287756,1,6,1,47,8,11,59,59,1,56,39,42,77,49,4,18,36,34,2,1
TMEM51-AS1,9,64,15,29,77,161,157,110,62,118,109,158,41,158,61,64,421,52,214,195
TMEM51,268,294,25,97,330,535,295,334,115,260,575,326,217,380,146,599,296,322,686,348
TMEM51-AS2,2,6,2,15,9,31,11,15,7,10,9,21,11,12,15,10,26,13,14,20
MFFP1,2,3,0,10,2,3,3,6,3,5,5,3,1,4,6,4,8,4,1,14
ZBTB2P1,1,0,0,4,2,8,4,0,4,10,4,5,2,1,5,1,9,1,2,29
FHAD1,161,13,68,87,67,279,247,220,38,183,121,359,95,246,549,114,254,183,176,1666
FHAD1-AS1,0,0,1,3,0,1,0,3,1,1,0,2,1,1,1,0,1,1,2,9
ENSG00000236045,2,1,2,1,0,1,1,0,2,6,1,3,1,1,3,2,5,3,1,0
EFHD2-AS1,14,2,3,13,1,8,10,2,7,12,2,7,0,9,15,1,24,5,36,53
EFHD2,1001,1569,320,566,1690,3001,2223,2384,1838,2978,2908,2020,3109,1814,1987,3012,3239,2328,11146,1915
CTRC,6,9,0,19,3,12,9,3,6,24,2,21,4,9,23,5,29,9,38,19
CELA2A,1,1,0,3,1,2,1,1,1,8,1,4,3,1,0,0,2,5,2,2
CELA2B,4,0,0,16,3,14,5,8,2,21,7,14,20,15,10,4,18,18,16,14
CASP9,120,381,517,258,226,543,404,771,293,979,794,467,854,615,336,380,1069,430,704,355
DNAJC16,848,964,907,912,367,605,544,579,319,673,952,624,846,753,346,814,642,720,903,496
SCARNA21B,5,0,1,2,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,1
ENSG00000272510,0,1,0,16,1,3,5,6,4,8,6,8,8,1,7,2,7,3,4,3
AGMAT,6,76,33,77,28,28,63,16,34,79,30,38,46,45,19,58,40,47,56,70
ENSG00000237301,3,6,11,39,5,3,13,5,11,25,5,11,8,18,9,8,8,19,37,46
CHCHD2P6,5,5,3,3,7,5,6,6,4,3,14,2,15,5,3,25,3,9,13,1
RNU7-179P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD24P1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0
DDI2,587,1635,1518,2227,1454,1615,1482,1543,1162,1686,2060,1547,2344,1726,1155,3056,1842,1429,3273,1423
RSC1A1,3,1,2,7,3,3,5,6,0,6,4,16,7,13,1,5,4,6,7,3
ENSG00000271742,0,0,0,6,0,2,2,5,0,2,0,4,1,2,1,0,2,3,0,3
PLEKHM2,2335,3072,1023,1894,3135,4337,3044,3896,1707,3987,7931,5639,4707,4048,3272,7110,5245,5004,7026,4057
ENSG00000237938,51,69,37,134,70,127,91,142,67,137,85,195,125,99,116,87,167,108,171,102
SLC25A34,22,86,74,101,47,228,167,143,143,253,97,205,77,263,213,75,418,133,157,243
SLC25A34-AS1,0,0,0,0,0,0,0,0,0,2,1,0,1,4,2,0,4,1,2,1
TMEM82,0,1,0,1,48,7,2,0,5,6,3,2,7,5,4,5,8,2,14,2
FBLIM1,729,313,278,12,1648,3435,1788,2490,1797,2348,7893,3314,5800,3517,2114,3738,3124,3563,1396,3120
RPL12P14,3,1,1,2,0,5,0,6,3,4,9,2,7,13,4,3,4,11,3,3
UQCRHL,57,42,33,61,48,67,67,41,37,66,86,63,78,83,70,81,60,117,243,92
ENSG00000178715,958,70,49,63,118,223,286,152,11,41,200,86,68,176,25,97,62,260,72,75
SPEN-AS1,38,98,49,200,57,75,59,57,54,132,119,112,116,84,123,137,106,114,588,118
SPEN,5364,7576,1650,12265,4740,5263,4620,4456,4201,5604,7095,5466,5352,6105,6548,10125,6516,6564,8071,9593
ENSG00000270620,0,0,2,12,3,4,2,10,3,8,1,7,3,1,6,3,1,3,6,15
ZBTB17,569,1734,498,2288,901,2339,1995,2734,2092,2642,2397,2610,3109,2854,3158,3328,3653,2080,4410,2270
ENSG00000234607,2,6,8,46,2,4,4,1,7,7,1,1,4,1,5,2,10,5,2,10
ENSG00000231353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000275503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0
